MPI_nutri;MPI_scatmnt;MPI_chscatt;MPI_sanit;MPI_floor;MPI_ckfuel;MPI_asset;MPI_water;MPI_elec;strate
1;0;0;1;1;0;1;0;1;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;1;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;1;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;1;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;1;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;1;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;1;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;1;1;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;1;0;1;1;1;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;1;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;1;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;1;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;1;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;1;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;1;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;1;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;1;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;1;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;1;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;1;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;1;0;0;0;0;1;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;1;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;0;1;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
0;0;0;0;0;0;0;0;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
1;1;1;0;0;0;0;1;0;Mayo-Kebbi-Est/Mayo-Kebbi-Ouest
